id,name,type,flags,description
7818,Envious Reprieve,Default,['Permanent'],
4107,Inquest-Specimen Liberator,Default,['Permanent'],Story Instance: The Test Subject
5655,League Participator—Conquest Season Twenty-Six,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
7184,Thunderhead Keep Rift Hunting,Default,['Permanent'],
4066,Golden Firestarter,Default,"['Pvp', 'Permanent']",
6834,(Weekly) Camp Capturer,Default,['Weekly'],
4915,Crater Circuit: Silver Challenge,Default,['Permanent'],
5210,Priority Raid Encounter: Whisper of Jormag,Default,['Daily'],
716,Kite Bombing,Default,['Permanent'],
4036,Sore Eyes,Default,['Permanent'],Anyone got a light?
4652,Super Adventurer's Quest,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
8519,Local Response: Drizzlewood Coast (Weekly),Default,['Permanent'],
5556,Deldrimor Supporter,Default,"['RepairOnLogin', 'Permanent']",
4515,Honored Ritual,Default,['Permanent'],
7065,Skyscale Target Practice in Skywatch Archipelago: Gold,Default,['Permanent'],
4271,High Roller,Default,['Permanent'],Journal: High Roller
3165,New Afterlife for Quaggan,Default,['Permanent'],
5457,Complement the Creator,Default,"['Hidden', 'Permanent']","Teamwork makes the dream...well, you get it."
4290,Humble Victor,Default,['Permanent'],
1217,Aftermath Toxic Gardener I,Default,['Daily'],
4879,(Annual) Zephyrite Lost and Found,Default,['Permanent'],
3602,Mummy Legion,Default,['Permanent'],"Story Instance: ""Enemy of My Enemy"""
3365,Holding Back the Tide,Default,['Permanent'],
5732,Return to A Shadow's Deeds,Default,['Permanent'],
4951,Secrets of the Khan-Ur,Default,['Permanent'],
5969,Adventurous Spirit: Sandswept Isles,Default,['Permanent'],
4513,Dragonsblood,Default,['Permanent'],Journal: Dragonsblood Completed
2954,Daily Tier 1 Solid Ocean,Default,['Daily'],
4808,Charged Winds,Default,['Permanent'],Beware—this little breeze is high voltage.
1915,Daily Tribulation Caverns Jumping Puzzle,Default,"['Pvp', 'Daily']",
7975,Ring of Fire Veteran,Default,"['Pvp', 'Hidden', 'Permanent']",Days gone by...
2443,Buried Insight,Default,['Permanent'],Journal: Buried Insight Completed
2222,Verdant Brink Explorer,Default,['Permanent'],
1003,A Sweet Friend,Default,"['Pvp', 'Hidden', 'CategoryDisplay', 'Permanent']",
1099,The Nightmare Unveiled Mastery,Default,"['RepairOnLogin', 'Permanent']",
7645,League Participator—2v2 Season Ten,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
3466,Daily Siren's Landing: Shrine Surveyor,Default,['Daily'],Working to keep the lights on.
3386,Cut Off the Head,Default,"['Pvp', 'Permanent']",Cut off the head and its body will die.
3131,Collecting Coalescence,Default,['Permanent'],Making the coalescent rounds.
6552,League Conqueror—Conquest Season Thirty-Two,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
730,I Like Kiel,Default,['Permanent'],Kiel for Councillor Forever!
7804,Avid Horn of Maguuma Fisher,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']","<c=@flavor>The charm of fishing is in pursuing something elusive, though attainable. It is a simple yet profound practice of hope.</c>"
8409,Road of Victory VI,Default,"['Pvp', 'Permanent']",
4519,Chasing Tales: Preemptive Strike,Default,"['Hidden', 'Permanent']",Baverne could wipe entire squads without being detected.
6795,Assault Breaker,Default,['Permanent'],
5718,Revisiting the Hidden Grove,Default,['Permanent'],
3217,Bitterfrost Frontier Insight: The Svanir Hive,Default,['Permanent'],
2909,Daily Tier 2 Aetherblade,Default,['Daily'],
1269,Spreading Wintersday Joy II,Default,['Daily'],Make the lives of the less fortunate in Divinity's Reach a little better.
6381,The End of the Celestial Ministry,Default,"['RepairOnLogin', 'Permanent']","""The Celestial Ministry ruled with an iron fist. Now...now they've scattered to the winds.""—Hui"
2826,The Big Sleep,Default,['Permanent'],
3476,Malchor's Leap Insight: Scavenger's Chasm,Default,['Permanent'],
5339,Special Mission: Enjoy the Silence,Default,"['RequiresUnlock', 'Permanent']",
4820,(Annual) Going the Distance,Default,['Permanent'],
4203,Dances with Cacti,Default,['Permanent'],You showed those choya how it's done!
3860,Bleeding Heart,Default,['Permanent'],Help the nomads in Diviner's Reach by completing all their task requests five different times.
8412,Daily Domain of Kourna,Default,['Daily'],
6108,Ministry-Approved Harbinger,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
5226,Visions of the Past: Mysteries of the Eye,Default,['Permanent'],Complete this to unlock key moments of Living World Season 1.
3445,Awakening the Druid Stone,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",Continue to cultivate your relationship with nature through tributes to the druid spirits of Draconis Mons.
6196,Cull the Corruption,Default,['Permanent'],
2955,Daily Tier 2 Molten Furnace,Default,['Daily'],
5564,Daily: Tengu Special,Default,['Daily'],
2390,The Flameseeker Prophecies II: The Perfected Shield,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']","Your first attempt at crafting the legendary precursor The Chosen has been modestly successful but has not yet yielded the weapon you ultimately desire. This journey has only just begun. Find a teacher, research your procedures, and hone your skills before you try a second time."
5695,Light Him Up,Default,['Permanent'],
3429,Lessons Learned,Default,['Permanent'],Knowledge itself is power.
8861,The Lesser-Known Leaders of Shipwreck Strand,Default,['Permanent'],Get ready to observe a plethora of leadership styles...
588,Crab Toss Champion,Default,"['Pvp', 'Daily']",KARKA ROLL!
4020,Silencer,Default,['Permanent'],"""..."""
8667,Reliving End of Dragons,Default,['Permanent'],
3130,Trip to the Circus,Default,['Permanent'],Journal: Trip to the Circus Completed
3788,Breaking the Bank: Vault 1,Default,"['Repeatable', 'Permanent']",50-50 chance!
7204,The Feeling Is Mutual,Default,['Permanent'],Tell me how you really feel.
3965,Timing Is Everything,Default,['Permanent'],Story Instance: The First City
2919,Daily Adventure: Salvage Pit,Default,"['Pvp', 'Daily']",
4338,Mad Realm Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
3684,Master Firebrand,Default,"['Pvp', 'Permanent']",
8739,Daily Tier 4 Kinfall,Default,['Daily'],
6731,Viewing Vistas II,Default,['Permanent'],
684,Aether Apprehender: Kryta,Default,['Permanent'],
1095,Toxic Siege Gardener,Default,['Permanent'],
4651,(Annual) Super Adventure Box Nostalgia,Default,"['Pvp', 'CategoryDisplay', 'MoveToTop', 'Permanent']",
2444,Chak Killer—Master,Default,['Permanent'],"Story Instance: ""Roots of Terror"""
894,Boss Week: Here Be Dragons!,Default,['Daily'],
19,Dagger Master,Default,['Permanent'],"A slim, elegant blade with so many uses."
5686,Special Ops Armor Collection,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
5883,Back to the Past,Default,['Permanent'],
7796,Legendary Rune Collector,Default,"['IgnoreNearlyComplete', 'Permanent']",You feel a new bounce in your step now that you don't have to carry so many runes around.
7651,League Participator—Conquest Season Thirty-Nine,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",
5938,Woodland Management: Sandswept Isles,Default,['Permanent'],
933,True Friend to Turma,Default,['Permanent'],You don't have to be a guardian to be a guardian angel.
8208,Janthir Wilds: Act 1 Mastery,Default,"['RepairOnLogin', 'CategoryDisplay', 'MoveToTop', 'Permanent']",
8159,Scouting the Vale: Silver,Default,['Permanent'],
1905,Daily Griffonrook Run Jumping Puzzle,Default,"['Pvp', 'Daily']",
7063,Legendary Weapon: The Dreamer,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
1156,Fractal Fortnight: Trin's End,Default,['Permanent'],"Mai tried, but Trin didn't win."
6341,New Kaineng Insight: Lutgardis Market,Default,['Permanent'],
1748,Exotic Hunter,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
7834,Inner Nayos: The Commons Savior,Default,['Permanent'],Setting foot deeper into Eparch's territory to gain more allies.
386,Cliffside Fractal Stabilizer,Default,['Permanent'],Off the chain.
3184,Daily Recommended Fractal—Scale 66,Default,['Daily'],
8186,Janthir Syntri Insight: Greenwood's Corner,Default,['Permanent'],
3924,Serpent Slayer,Default,['Permanent'],
1581,Destroyer Destroyer,Default,"['Pvp', 'Permanent']",
8143,Second Dive: Bloodstone Fen (Weekly),Default,['Permanent'],
7147,Skywatch Archipelago Explorer,Default,['Permanent'],You've explored the fractal islands of Skywatch Archipelago.
2883,Interior Design 101,Default,['Daily'],
8784,Daily Tier 1 Kinfall,Default,['Daily'],
3453,Llama Roundup,Default,"['Pvp', 'Permanent']",Looking for llamas in all the wrong places.
2365,"""Cryptonym"" Strongbox",Default,['Permanent'],
2598,Daily Recommended Fractal—Scale 41,Default,['Daily'],
7722,Rebuild and Destroy,Default,['Permanent'],"So nice, we'll build them twice."
7896,Local Response: Dragon's Stand,Default,['Permanent'],
985,Garnet Leaper in the Mists,Default,['Permanent'],
4853,Bonus Event: World Boss Rush,Default,"['Hidden', 'Repeatable', 'Permanent']",Defeat world bosses around Tyria to earn bonus rewards!
347,Don't Touch the Shiny,Default,['Permanent'],"You touched the shiny, didn't you?"
4380,Jahai Insight: Crescent's Prosperity,Default,['Permanent'],
5956,Local Response: Bjora Marches 1,Default,['Permanent'],
664,Ceremony and Acrimony (2013),Default,['Permanent'],
1643,No Rock Unturned,Default,['Permanent'],Story Instance: Fallen Hopes
51,Wind Rider Slayer,Default,['Permanent'],Tangling with you was the last stupid decision these smart creatures ever made.
2286,Master Mushroom Spelunker,Default,['Permanent'],
7027,Protector of Droknar's Light,Default,['Permanent'],"A flicker of light in this strange, new world."
6461,The History of New Kaineng,Default,['Permanent'],
7877,Legendary Hunter,Default,"['Pvp', 'Permanent']",Sic 'em!
8728,Efficient Defender,Default,['Permanent'],Journal: Forced Entry
8128,Sunken Treasure Week: Mount Maelstrom,Default,['Permanent'],This chest can be reopened once per week or per completion of the Master Diver achievement.
6528,Ready Ore Not,Default,['Permanent'],
4,Harpy Slayer,Default,['Permanent'],Clip the wings of these she-beasts.
8595,Boom!,Default,['Permanent'],
5241,Unintended Coursework,Default,['Permanent'],Maybe it's more of a misplaced feature.
3975,You Left This,Default,"['Hidden', 'Permanent']",Story Instance: The First City
8558,"Once Golden, Now Tarnished",Default,['Permanent'],Journal: A Legacy Damned
4924,Daily Grothmar Gauntlet Runner,Default,['Daily'],
6747,"Kraitmare Averted, Again",Default,['Permanent'],Story Instance: The Nightmare Incarnate
54,Short-Bow Master,Default,['Permanent'],You deliver pain from a distance.
5073,Daily Bonus Rewards: Snowball Mayhem,Default,"['Pvp', 'Daily']",
428,Get on the Good List,Default,['Permanent'],...and it better not be a lump of coal!
1749,Ambrite Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",<c=@flavor>Gentt would be so proud of you.</c>
8830,Incursive Investigation: Working Together,Default,"['Pvp', 'Permanent']","This achievement will unlock additional Incursive Investigation achievements when certain steps are reached.
During the Fractal Incursion event, some steps of this achievement will be unlocked week by week. Afterward, there will be no limit on it."
4543,Thunderhead Peaks Insight: Shattered Bay,Default,['Permanent'],
7859,Foes Reborn: Chak,Default,['Permanent'],
2320,Prized Possessions,Default,['Permanent'],Journal: Prized Possessions Completed
3768,Fang of Mokèlé,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
5509,Daily Ebon Vanguard Enemies,Default,['Daily'],
2226,Core-Fractal Hero,Default,['Permanent'],The journey continues...
8693,Local Response: Gyala Delve,Default,['Permanent'],
2130,Dwayna's Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
7072,Amnytas Incursions,Default,['Weekly'],
4966,Ash Training Course: Gold,Default,['Permanent'],
2157,Tendril Torchers: Gold,Default,"['Pvp', 'Permanent']",
5816,Return to A Meeting of Ministers,Default,['Permanent'],
2850,Interior Design 103,Default,['Daily'],
2662,Quick March,Default,['Permanent'],
2993,Pursuit of Knowledge,Default,['Permanent'],
190,Sanctuary Savior,Default,['Permanent'],"Floating glacier city, dead ahead."
3325,Siege Breaker,Default,"['Pvp', 'CategoryDisplay', 'Permanent']",Ascalon's Chosen will not be forgotten.
5173,Vista Viewer,Default,['Permanent'],Always on the lookout for a good view.
6023,Return to Thunderhead Peaks,Default,"['Pvp', 'RepairOnLogin', 'CategoryDisplay', 'Permanent']",
2195,Deathless Escape,Default,['Permanent'],"Story Instance: ""Prized Possessions"""
6771,Aurene's Facet of Persuasion,ItemSet,"['Pvp', 'RepairOnLogin', 'Repeatable', 'Permanent']",
5521,Ebon Vanguard Global Ranks,Default,['Permanent'],
6254,The Premium Tour,Default,['Permanent'],A whole new world awaits...
2200,Fallen Masks: Silver,Default,"['Pvp', 'Permanent']",
4329,Ogre Obliterator,Default,"['Pvp', 'Permanent']",For old times' sake.
4796,Terrain Tamed,Default,['Permanent'],It takes true grit to crush the Cardinal of Earth.
2181,Revered,Default,"['Pvp', 'Permanent']",I call upon the Mists to destroy my enemies!
4939,Ballooning Targets,Default,['Permanent'],"All right, hotshot—let's see what you've got."
2953,Daily Crucible of Eternity,Default,['Daily'],
5066,Skyscale Toy Training,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'RepairOnLogin', 'Permanent']",
8403,Renowned Hero: Jahai Bluffs (Weekly),Default,['Permanent'],
75,From Howl to Silence,Default,['Permanent'],"Your honor is restored. However, you must prepare for a greater danger."
4466,Rolling Competitor: Tropic Valley Raceway,Default,['Permanent'],
5141,Break Drakkar,Default,['Permanent'],The whispers are silenced. For now.
5974,Crop Harvester: Forging Steel,Default,['Permanent'],
1838,Daily Ascalon Forager,Default,['Daily'],Fueling the engines of the economy.
5182,Moving Up the Ranks,Default,['Permanent'],
4278,Boss Blitz: Halt Hablion,Default,"['Pvp', 'Permanent']",
2294,Tetrad Trouncer,Default,['Permanent'],Four times the trouble; four times the fun.
8377,Local Response: Jahai Bluffs (Weekly),Default,['Permanent'],
1199,Aftermath Treasure Hunter,Default,['Permanent'],
8670,Daily Dragon's End,Default,['Daily'],
4587,Chasing Tales: Gutshot,Default,"['Hidden', 'Permanent']",No use finishing 'em. They're already dead.
740,Aspect Arena Regular,Default,"['Pvp', 'Repeatable', 'Permanent']",You must really like crystals.
4162,Inquest Mark II Weapon Collection,ItemSet,"['IgnoreNearlyComplete', 'Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
5118,Legendary Whisper of Jormag,Default,['Permanent'],
8170,Lowland Shore Diving Goggles,Default,['Permanent'],The northern waters are frigid. Might want to have a towel ready.
8582,Mistburned Barrens Mastery,Default,"['RepairOnLogin', 'CategoryDisplay', 'MoveToTop', 'Permanent']",
1638,Hit and Run,Default,['Permanent'],
5855,Wrath of the Twisted Marionette Participant,Default,['Permanent'],
234,Monthly Successful Events,Default,['Monthly'],A friend and hero to all.
5970,Revenge of the Claw of Jormag,Default,['Permanent'],
2743,League Ranger—Veteran,Default,"['IgnoreNearlyComplete', 'Pvp', 'Permanent']",Completing this achievement advances the League Profession—Veteran achievement.
688,"Cornered, Caught, Collared (2013)",Default,['Permanent'],
5185,Cinder Steeltemper's Footsteps,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
8340,Warclaw Run Adventure: Gold,Default,['Permanent'],
5193,Experimentation,Default,"['Hidden', 'Permanent']",
6083,Light These Streets,Default,"['IgnoreNearlyComplete', 'Repeatable', 'Permanent']","Do not light the lanterns because they need to be lit, but because joy is found in bringing light to the world."
5834,Return to Research in Rata Novus,Default,['Permanent'],
4724,Skyscale of Spirit,ItemSet,"['Pvp', 'RepairOnLogin', 'RequiresUnlock', 'Permanent']",
6066,Turtle Unlock: Getting Stronger,ItemSet,"['Pvp', 'Hidden', 'RepairOnLogin', 'Permanent']",
6633,The Facet of Plant and Mind,ItemSet,"['Pvp', 'RepairOnLogin', 'Permanent']",
